time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-09-10T17:22:49.200Z,18.934,-65.1809,43,2.8,Md,7,237.6,0.61804092,0.2,pr,pr15253007,2015-09-11T01:25:18.440Z,"70km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake
2015-09-10T17:14:59.340Z,19.4073333,-155.6421667,3.5,0.69,md,11,158,0.01449,0.09,hv,hv61034631,2015-09-10T20:50:31.114Z,"23km ESE of Honaunau-Napoopoo, Hawaii",earthquake
2015-09-10T17:10:25.710Z,-15.5596,-72.585,87.76,4.4,mb,,130,3.524,0.9,us,us20003hu2,2015-09-11T01:13:03.342Z,"41km SW of Orcopampa, Peru",earthquake
2015-09-10T16:59:39.180Z,52.2523,-169.5082,31.24,4.9,mb,,68,0.823,1.19,us,us20003ht3,2015-09-11T01:02:17.657Z,"87km SSW of Nikolski, Alaska",earthquake
2015-09-10T16:43:59.000Z,-13.5908,-76.6711,19.83,4.8,mb,,147,1.602,0.96,us,us20003hsy,2015-09-12T03:52:40.156Z,"50km WNW of Pisco, Peru",earthquake
2015-09-10T16:38:16.100Z,18.0587,-67.4753,10,2.3,Md,9,255.6,0.3233935,0.31,pr,pr15253006,2015-09-10T20:53:54.876Z,"30km W of Puerto Real, Puerto Rico",earthquake
2015-09-10T16:19:24.760Z,-8.6514,112.525,79.01,4.9,mb,,73,1.619,1.06,us,us20003hss,2015-09-10T20:49:30.280Z,"33km SSW of Gombangan, Indonesia",earthquake
2015-09-10T16:12:59.720Z,43.5393333,-110.943,2.42,0.55,ml,7,142,0.05,0.1,mb,mb80097404,2015-09-10T20:52:28.709Z,"6km NW of Wilson, Wyoming",earthquake
2015-09-10T16:08:52.070Z,38.8349991,-122.8081665,2.42,0.35,md,6,125,0.01168,0,nc,nc72523231,2015-09-10T16:10:26.050Z,"7km W of Cobb, California",earthquake
2015-09-10T16:03:00.770Z,38.8216667,-122.8246689,2.88,0.46,md,10,99,0.008222,0.02,nc,nc72523221,2015-09-10T16:04:36.030Z,"7km NW of The Geysers, California",earthquake
2015-09-10T16:02:30.317Z,38.6548,-118.7955,6.3044,1.33,ml,11,116.1,0.199,0.1376,nn,nn00509958,2015-09-10T20:49:31.744Z,"20km NW of Hawthorne, Nevada",earthquake
2015-09-10T15:58:10.920Z,43.5403333,-110.9521667,5.37,0.99,ml,7,154,0.05,0.14,mb,mb80097399,2015-09-10T20:52:27.168Z,"7km NW of Wilson, Wyoming",earthquake
2015-09-10T15:57:26.500Z,32.8765,-116.2521667,6.637,1.62,ml,44,74,0.03919,0.21,ci,ci37240631,2015-09-10T20:49:37.200Z,"27km ENE of Pine Valley, California",earthquake
2015-09-10T15:51:09.350Z,43.5401667,-110.9535,5.84,0.73,ml,7,155,0.05,0.15,mb,mb80097394,2015-09-10T20:52:24.122Z,"7km NW of Wilson, Wyoming",earthquake
2015-09-10T15:33:48.300Z,37.8648333,-122.2501667,5.94,1.06,md,23,61,0.01149,0.08,nc,nc72523211,2015-09-10T22:31:32.330Z,"2km ESE of Berkeley, California",earthquake
2015-09-10T15:30:45.170Z,38.8441658,-122.8021698,2.27,0.43,md,7,131,0.01088,0.01,nc,nc72523196,2015-09-10T15:32:21.780Z,"7km WNW of Cobb, California",earthquake
2015-09-10T15:25:52.160Z,37.2296,71.4937,122.93,4.7,mb,,65,0.327,1.09,us,us20003hsp,2015-09-11T21:57:15.709Z,"29km S of Khorugh, Tajikistan",earthquake
2015-09-10T15:23:27.750Z,24.2173,121.8295,18.16,4.6,mwr,,48,0.218,1.09,us,us20003hsn,2015-09-11T20:52:52.895Z,"35km NE of Hualian, Taiwan",earthquake
2015-09-10T15:09:20.140Z,38.8248333,-122.7578333,1.86,0.25,md,29,58,0.01099,0.05,nc,nc72523191,2015-09-11T00:41:03.530Z,"3km W of Cobb, California",earthquake
2015-09-10T15:06:01.816Z,37.8378,-114.5477,0,1.62,ml,6,78.84,0.588,0.1386,nn,nn00509954,2015-09-10T20:51:46.319Z,"13km SW of Pioche, Nevada",earthquake
2015-09-10T15:04:10.010Z,38.8028336,-122.7713318,1.47,0.85,md,15,61,0.01272,0.03,nc,nc72523186,2015-09-10T15:05:46.620Z,"3km NNW of The Geysers, California",earthquake
2015-09-10T14:59:14.000Z,62.756,-151.1938,7.3,1.6,ml,,,,0.52,ak,ak11697663,2015-09-10T15:17:24.713Z,"73km NW of Talkeetna, Alaska",earthquake
2015-09-10T14:58:23.830Z,46.204,-111.3365,5,2.18,ml,22,78,0.104,0.22,mb,mb80097379,2015-09-10T20:47:22.870Z,"19km SE of Townsend, Montana",earthquake
2015-09-10T14:48:18.400Z,37.4836667,-118.8375,7.92,1.81,md,31,58,0.09223,0.06,nc,nc72523176,2015-09-10T20:50:49.876Z,"21km SSE of Mammoth Lakes, California",earthquake
2015-09-10T14:42:54.430Z,37.8635,-122.2543333,5.73,2.49,md,90,32,0.01131,0.09,nc,nc72523171,2015-09-13T18:16:27.857Z,"1km ESE of Berkeley, California",earthquake
2015-09-10T14:40:15.680Z,-20.0377,-70.929,16.2,4.7,mb,,151,0.784,0.72,us,us20003hqt,2015-09-10T21:43:11.040Z,"84km WNW of Iquique, Chile",earthquake
2015-09-10T13:39:42.000Z,60.1245,-140.6201,14.8,2.1,ml,,,,0.73,ak,ak11697621,2015-09-10T14:13:47.459Z,"81km NW of Yakutat, Alaska",earthquake
2015-09-10T13:37:08.070Z,33.7545,-115.6923333,4.001,1.71,ml,43,68,0.06478,0.23,ci,ci37240551,2015-09-10T20:48:19.934Z,"27km W of Desert Center, California",earthquake
2015-09-10T13:00:49.570Z,37.5943333,-118.7876667,7.02,0.53,md,14,174,0.0332,0.04,nc,nc72523151,2015-09-10T20:49:17.525Z,"17km ESE of Mammoth Lakes, California",earthquake
2015-09-10T12:48:42.690Z,35.9958333,-117.9081667,5.063,-0.07,ml,10,83,0.01867,0.09,ci,ci37240535,2015-09-10T16:57:37.862Z,"7km SSE of Coso Junction, California",earthquake
2015-09-10T12:47:24.230Z,37.6363333,-118.831,9.95,0.5,md,17,82,0.004197,0.03,nc,nc72523146,2015-09-10T20:48:54.251Z,"12km E of Mammoth Lakes, California",earthquake
2015-09-10T12:46:18.390Z,38.8168335,-122.8218307,3.77,0.46,md,7,130,0.01128,0.02,nc,nc72523141,2015-09-10T12:47:51.770Z,"7km NW of The Geysers, California",earthquake
2015-09-10T12:23:35.520Z,36.0321667,-117.8168333,2.847,-0.09,ml,10,103,0.04238,0.08,ci,ci37240527,2015-09-10T16:28:41.020Z,"12km E of Coso Junction, California",earthquake
2015-09-10T12:19:16.000Z,59.9766,-153.108,109.8,2.3,ml,,,,0.59,ak,ak11697609,2015-09-10T20:24:56.246Z,"60km SSW of Redoubt Volcano, Alaska",earthquake
2015-09-10T12:03:49.560Z,33.4768333,-116.5678333,9.181,1.25,ml,45,69,0.0338,0.16,ci,ci37240519,2015-09-10T20:45:07.594Z,"13km SE of Anza, California",earthquake
2015-09-10T12:02:31.250Z,52.0615,-169.6425,24.97,4.5,mb,,177,1.031,1.39,us,us20003hqf,2015-09-10T20:44:51.035Z,"95km SE of Yunaska Island, Alaska",earthquake
2015-09-10T11:57:13.930Z,36.0331667,-117.8178333,2.997,0.15,ml,12,103,0.04335,0.08,ci,ci37240511,2015-09-10T20:48:55.296Z,"12km E of Coso Junction, California",earthquake
2015-09-10T11:44:36.000Z,62.1672,-150.5481,0,2.1,ml,,,,0.72,ak,ak11697575,2015-09-10T20:25:55.804Z,"28km SW of Talkeetna, Alaska",earthquake
2015-09-10T11:28:01.511Z,38.6504,-118.7904,10.2043,1.01,ml,7,154.45,0.211,0.0767,nn,nn00510061,2015-09-11T02:36:44.519Z,"20km NW of Hawthorne, Nevada",earthquake
2015-09-10T11:20:07.444Z,38.6502,-118.7997,6.4274,3.07,ml,20,93.27,0.195,0.1248,nn,nn00509943,2015-09-11T18:13:02.360Z,"20km NW of Hawthorne, Nevada",earthquake
2015-09-10T11:18:58.000Z,63.0859,-151.5517,4.2,1.6,ml,,,,0.66,ak,ak11697568,2015-09-10T11:45:36.408Z,"112km NW of Talkeetna, Alaska",earthquake
2015-09-10T11:10:53.600Z,35.5486,-96.7545,5.757,2.9,ml,,65,,0.52,us,us20003hu9,2015-09-11T01:48:31.462Z,"9km NW of Prague, Oklahoma",earthquake
2015-09-10T11:10:05.070Z,34.2641667,-117.106,9.031,0.98,ml,50,43,0.08379,0.17,ci,ci37240495,2015-09-10T20:47:49.524Z,"6km N of Running Springs, California",earthquake
2015-09-10T11:07:14.020Z,32.8785,-116.2523333,7.337,1.34,ml,28,86,0.0372,0.23,ci,ci37240479,2015-09-10T20:45:08.236Z,"27km ENE of Pine Valley, California",earthquake
2015-09-10T11:05:33.540Z,36.022,-117.7826667,3.147,-0.21,ml,13,68,0.01447,0.11,ci,ci37240487,2015-09-10T16:20:20.954Z,"15km NE of Little Lake, California",earthquake
2015-09-10T11:05:08.000Z,64.6147,-148.0219,17,1.5,ml,,,,0.54,ak,ak11697564,2015-09-10T11:23:15.694Z,"25km S of Ester, Alaska",earthquake
2015-09-10T10:51:56.550Z,45.4088333,-112.4763333,9.52,0.91,ml,6,105,0.096,0.04,mb,mb80097369,2015-09-10T20:45:50.707Z,"24km NNE of Dillon, Montana",earthquake
2015-09-10T10:39:06.000Z,51.6533,-174.5052,38.5,2.9,ml,,,,0.94,ak,ak11697557,2015-09-10T20:51:42.011Z,"63km SSW of Atka, Alaska",earthquake
2015-09-10T10:34:26.730Z,36.0825,-117.7275,5.596,0.83,ml,12,94,0.06484,0.17,ci,ci37240471,2015-09-10T20:48:44.640Z,"20km ENE of Coso Junction, California",earthquake
2015-09-10T10:27:31.250Z,33.451,-116.5465,9.616,1.37,ml,48,41,0.06377,0.18,ci,ci37240463,2015-09-10T20:45:08.951Z,"16km SE of Anza, California",earthquake
2015-09-10T10:26:47.480Z,52.1634,-169.5813,37.84,5.9,mwp,,95,0.923,1.36,us,us20003hq5,2015-09-10T21:09:38.040Z,"92km SE of Yunaska Island, Alaska",earthquake
2015-09-10T10:17:09.750Z,38.7789993,-122.7241669,2.53,0.55,md,10,77,0.00788,0.02,nc,nc72523126,2015-09-10T10:18:45.760Z,"2km E of The Geysers, California",earthquake
2015-09-10T10:09:47.010Z,38.8301659,-122.8310013,2.85,0.56,md,9,95,0.007711,0.02,nc,nc72523121,2015-09-10T10:11:20.730Z,"8km NW of The Geysers, California",earthquake
2015-09-10T09:54:47.671Z,39.5305,-119.5899,10.8643,1.41,ml,19,112.39,0.163,0.1343,nn,nn00509940,2015-09-11T02:35:28.583Z,"14km E of Sparks, Nevada",earthquake
2015-09-10T09:45:28.847Z,38.5171,-118.5306,13.4368,0.59,ml,6,134.78,0.111,0.0868,nn,nn00510058,2015-09-11T02:36:43.394Z,"8km E of Hawthorne, Nevada",earthquake
2015-09-10T09:39:32.880Z,33.904,-117.0416667,14.564,1.27,ml,57,48,0.1003,0.16,ci,ci37240455,2015-09-10T20:45:09.809Z,"7km WSW of Beaumont, California",earthquake
2015-09-10T09:35:27.161Z,38.6525,-118.7886,11.4228,0.73,ml,7,162.59,0.21,0.07,nn,nn00510045,2015-09-11T02:36:36.772Z,"20km NW of Hawthorne, Nevada",earthquake
2015-09-10T09:03:05.840Z,33.646,-116.6943333,15.395,0.5,ml,21,53,0.02855,0.09,ci,ci37240447,2015-09-10T20:47:35.818Z,"10km N of Anza, California",earthquake
2015-09-10T08:51:47.510Z,38.6536,-118.7892,11.4584,0.69,ml,7,153.92,0.21,0.123,nn,nn00510039,2015-09-11T02:36:35.545Z,"20km NW of Hawthorne, Nevada",earthquake
2015-09-10T08:43:11.651Z,38.5062,-118.5108,9.327,0.76,ml,7,131.35,0.122,0.0942,nn,nn00509938,2015-09-11T02:35:23.318Z,"10km ESE of Hawthorne, Nevada",earthquake
2015-09-10T08:13:59.557Z,38.6626,-118.7996,5.6504,0.93,ml,12,136.85,0.219,0.1462,nn,nn00509937,2015-09-11T02:35:22.250Z,"21km NW of Hawthorne, Nevada",earthquake
2015-09-10T08:12:46.930Z,38.8447,26.309,13.55,4.6,mb,,34,1.455,0.72,us,us20003hpu,2015-09-10T20:43:04.331Z,"15km SSW of Plomarion, Greece",earthquake
2015-09-10T08:03:59.035Z,37.0851,-117.0413,8.2746,0.32,ml,13,175.25,0.105,0.1676,nn,nn00509936,2015-09-11T02:35:20.501Z,"31km NW of Beatty, Nevada",earthquake
2015-09-10T07:49:36.120Z,11.1526,-62.4256,112.1,5.1,mb,,66,1.232,1.05,us,us20003hpr,2015-09-11T11:54:41.394Z,"65km NNW of Gueiria, Venezuela",earthquake
2015-09-10T07:37:58.106Z,38.5117,-118.5123,9.4927,0.32,ml,7,131.31,0.117,0.1417,nn,nn00510036,2015-09-11T02:36:34.359Z,"9km E of Hawthorne, Nevada",earthquake
2015-09-10T07:32:08.320Z,44.81,7.15,11,3.1,ml,,,,0.55,us,us20003hpq,2015-09-10T21:10:45.740Z,"0km NW of Villar Pellice, Italy",earthquake
2015-09-10T07:28:32.100Z,18.896,-65.253,10,2.9,Md,8,234,0.58480325,0.37,pr,pr15253004,2015-09-10T20:44:33.345Z,"65km N of Culebra, Puerto Rico",earthquake
2015-09-10T07:15:45.230Z,-11.155,165.2866,30.96,4.9,mb,,106,4.656,0.54,us,us20003hpt,2015-09-10T20:42:54.012Z,"76km SW of Lata, Solomon Islands",earthquake
2015-09-10T07:11:15.680Z,37.1853333,-121.5813333,4.83,1.1,md,15,80,0.04213,0.05,nc,nc72523116,2015-09-10T22:53:08.260Z,"8km NE of Morgan Hill, California",earthquake
2015-09-10T07:00:49.000Z,19.527,-66.463,69,3.3,Md,12,234,1.2046408,0.56,pr,pr15253003,2015-09-10T20:44:14.329Z,"117km N of Tierras Nuevas Poniente, Puerto Rico",earthquake
2015-09-10T06:51:25.000Z,63.5552,-152.9867,13.8,1.3,ml,,,,0.16,ak,ak11697471,2015-09-10T07:30:21.418Z,"147km ENE of McGrath, Alaska",earthquake
2015-09-10T06:49:40.920Z,38.7891655,-122.7464981,2.01,0.57,md,6,92,0.009664,0.01,nc,nc72523111,2015-09-10T06:51:15.150Z,"1km NNE of The Geysers, California",earthquake
2015-09-10T06:45:35.540Z,39.1008333,-123.0815,10.75,1.87,md,31,49,0.07713,0.1,nc,nc72523106,2015-09-10T21:31:45.870Z,"8km ESE of Talmage, California",earthquake
2015-09-10T06:33:17.080Z,36.72,-121.3533333,4.85,0.84,md,19,103,0.01336,0.06,nc,nc72523101,2015-09-10T23:03:41.640Z,"10km S of Ridgemark, California",earthquake
2015-09-10T06:28:45.790Z,33.0343333,-116.4046667,9.505,0.91,ml,17,73,0.1427,0.17,ci,ci37240439,2015-09-10T20:45:10.498Z,"19km ESE of Julian, California",earthquake
2015-09-10T06:27:13.080Z,46.4315,-122.2548333,17.988,0.18,md,8,206,0.05132,0.18,uw,uw61063397,2015-09-11T20:22:48.020Z,"14km S of Morton, Washington",earthquake
2015-09-10T06:19:45.771Z,38.5289,-118.4843,15.2081,0.48,ml,4,159.98,0.104,0.0733,nn,nn00509987,2015-09-11T02:36:09.998Z,"12km E of Hawthorne, Nevada",earthquake
2015-09-10T06:19:35.300Z,18.2077,-64.7553,97,2.9,Md,3,313.2,0.2353586,0,pr,pr15253002,2015-09-10T20:43:13.888Z,"23km SE of Charlotte Amalie, U.S. Virgin Islands",earthquake
2015-09-10T06:08:59.830Z,37.315,-122.3576667,9.15,1.15,md,14,207,0.1297,0.1,nc,nc72523096,2015-09-10T23:02:10.980Z,"13km SW of Portola Valley, California",earthquake
2015-09-10T06:03:15.260Z,46.8708333,-121.9656667,12.246,0.29,md,10,218,0.07351,0.08,uw,uw61063387,2015-09-11T20:20:10.920Z,"22km E of Eatonville, Washington",earthquake
2015-09-10T06:02:04.994Z,38.5034,-118.5191,7.8864,2.25,ml,17,73.08,0.125,0.1383,nn,nn00509933,2015-09-11T02:36:13.322Z,"9km ESE of Hawthorne, Nevada",earthquake
2015-09-10T05:59:52.000Z,63.0682,-150.6169,125.2,1.6,ml,,,,0.53,ak,ak11697466,2015-09-10T06:29:20.762Z,"86km NNW of Talkeetna, Alaska",earthquake
2015-09-10T05:59:26.850Z,19.1521667,-155.4553333,40.497,1.88,md,27,205,0.007179,0.08,hv,hv61034176,2015-09-10T20:49:49.628Z,"6km SSE of Pahala, Hawaii",earthquake
2015-09-10T05:58:04.800Z,33.9476667,-116.8303333,10.758,1.33,ml,75,34,0.05121,0.18,ci,ci37240431,2015-09-10T20:47:31.853Z,"5km ENE of Banning, California",earthquake
2015-09-10T05:54:16.694Z,39.8063,-115.7733,0,2.6,ml,5,108.04,1.023,0.2623,nn,nn00509932,2015-09-11T02:35:49.619Z,"36km NNE of Eureka, Nevada",earthquake
2015-09-10T05:53:41.360Z,33.92,-116.595,14.561,0.78,ml,40,61,0.02133,0.18,ci,ci37240423,2015-09-10T20:47:07.027Z,"5km WNW of Garnet, California",earthquake
2015-09-10T05:44:47.600Z,18.156,-67.2805,29,2,Md,4,187.2,0.18595126,0.15,pr,pr15253001,2015-09-10T20:43:13.223Z,"13km NW of Puerto Real, Puerto Rico",earthquake
2015-09-10T05:38:17.330Z,37.4988333,-119.3576667,6.03,0.98,md,7,279,0.1874,0.02,nc,nc72523086,2015-09-10T20:48:45.268Z,"32km NE of Oakhurst, California",earthquake
2015-09-10T05:32:22.050Z,46.4413333,-122.2583333,13.71,0.21,md,10,124,0.04814,0.19,uw,uw61063377,2015-09-11T20:17:27.580Z,"13km S of Morton, Washington",earthquake
2015-09-10T05:31:24.560Z,19.2083,-69.4279,24.61,4.2,mb,,78,0.42,0.82,us,us20003hpj,2015-09-10T20:41:40.676Z,"9km W of Santa Barbara de Samana, Dominican Republic",earthquake
2015-09-10T05:10:43.910Z,38.7895012,-122.7423325,1.57,0.37,md,8,96,0.007637,0.04,nc,nc72523076,2015-09-10T05:12:21.410Z,"1km NE of The Geysers, California",earthquake
2015-09-10T05:06:22.000Z,62.098,-148.8729,19.8,1.9,ml,,,,0.62,ak,ak11697457,2015-09-10T05:42:30.685Z,"33km N of Sutton-Alpine, Alaska",earthquake
2015-09-10T05:05:03.360Z,38.7876663,-122.7450027,2.08,1.16,md,19,57,0.007837,0.03,nc,nc72523071,2015-09-10T05:06:40.460Z,"1km NE of The Geysers, California",earthquake
2015-09-10T04:55:56.550Z,33.666,-116.7326667,17.449,0.42,ml,21,74,0.04762,0.07,ci,ci37240415,2015-09-10T20:45:11.147Z,"8km S of Idyllwild, California",earthquake
2015-09-10T04:43:16.620Z,35.6571667,-121.1266667,4.28,0.97,md,28,136,0.03328,0.09,nc,nc72523061,2015-09-10T23:01:31.132Z,"5km ENE of San Simeon, California",earthquake
2015-09-10T04:40:01.470Z,46.8708333,-112.5583333,6.36,1.05,ml,14,117,0.199,0.06,mb,mb80097374,2015-09-10T20:46:59.789Z,"13km SE of Lincoln, Montana",earthquake
2015-09-10T04:33:37.200Z,18.3484,-66.1644,61,2.6,Md,10,158.4,0.08623827,0.23,pr,pr15253000,2015-09-10T20:43:11.643Z,"5km S of Bayamon, Puerto Rico",earthquake
2015-09-10T04:22:07.000Z,61.9342,-140.5787,13.3,2.8,ml,,,,0.97,ak,ak11697449,2015-09-10T20:42:27.407Z,"199km SE of Tok, Alaska",earthquake
2015-09-10T03:42:51.000Z,61.6101,-151.2599,7,1.2,ml,,,,0.37,ak,ak11697447,2015-09-10T04:20:01.717Z,"66km WSW of Willow, Alaska",earthquake
2015-09-10T03:30:10.763Z,41.8602,-119.5901,4.6662,1.15,ml,5,210.07,0.179,0.12,nn,nn00509931,2015-09-11T02:35:05.187Z,"72km ESE of Lakeview, Oregon",earthquake
2015-09-10T03:29:39.000Z,60.6704,-142.6283,20.8,0.8,ml,,,,0.32,ak,ak11697446,2015-09-10T03:58:20.956Z,"68km N of Cape Yakataga, Alaska",earthquake
2015-09-10T03:13:01.500Z,38.8371658,-122.7710037,1.73,0.57,md,6,130,0.006739,0.01,nc,nc72523041,2015-09-10T03:14:35.710Z,"4km WNW of Cobb, California",earthquake
2015-09-10T03:04:11.640Z,37.4633333,-121.8161667,6.24,1.05,md,29,67,0.02016,0.04,nc,nc72523036,2015-09-10T22:57:55.610Z,"8km ENE of Milpitas, California",earthquake
2015-09-10T02:58:04.000Z,62.4877,-151.0398,100.6,1.7,ml,,,,0.61,ak,ak11697444,2015-09-10T03:14:43.362Z,"51km WNW of Talkeetna, Alaska",earthquake
2015-09-10T02:35:21.270Z,38.8078346,-122.793663,1.9,0.49,md,12,78,0.001288,0.01,nc,nc72523031,2015-09-10T02:36:55.350Z,"4km NW of The Geysers, California",earthquake
2015-09-10T02:31:44.680Z,19.3871667,-155.279,2.472,2.31,ml,42,43,0.00264,0.09,hv,hv61033911,2015-09-10T16:09:46.590Z,"6km SW of Volcano, Hawaii",earthquake
2015-09-10T02:24:01.330Z,36.0253333,-117.606,2.485,0.61,ml,20,60,0.08524,0.14,ci,ci37240407,2015-09-10T20:46:41.648Z,"29km ENE of Little Lake, California",earthquake
2015-09-10T02:13:12.110Z,40.28,-121.2241667,15,1.04,md,7,284,0.1916,0.11,nc,nc72523241,2015-09-10T20:50:21.297Z,"2km SSE of Chester, California",earthquake
2015-09-10T01:52:13.000Z,61.4412,-149.9148,51.5,2,ml,,,,0.74,ak,ak11697436,2015-09-10T02:28:25.571Z,"9km SSE of Big Lake, Alaska",earthquake
2015-09-10T01:50:28.490Z,46.8473333,-121.7343333,0.174,-0.06,md,9,96,0.01173,0.05,uw,uw61063327,2015-09-11T19:50:12.140Z,"27km N of Packwood, Washington",earthquake
2015-09-10T01:45:05.000Z,61.4648,-149.8833,44.9,1.9,ml,,,,0.37,ak,ak11697433,2015-09-10T02:07:30.445Z,"7km SSE of Big Lake, Alaska",earthquake
2015-09-10T01:35:38.970Z,36.3176667,-121.4436667,9.72,1.17,md,26,63,0.06696,0.12,nc,nc72523021,2015-09-10T20:57:06.840Z,"15km SW of Soledad, California",earthquake
2015-09-10T01:29:05.610Z,37.659,-118.8363333,3.12,0.53,md,13,134,0.02101,0.06,nc,nc72523016,2015-09-10T20:48:34.253Z,"12km E of Mammoth Lakes, California",earthquake
2015-09-10T01:28:56.740Z,35.6885,-84.2586667,13.59,2,md,9,103,0.05225,0.03,se,se60089317,2015-09-10T20:44:42.979Z,"8km SE of Loudon, Tennessee",earthquake
2015-09-10T01:27:34.070Z,37.438,-118.8768333,6.16,1.66,md,36,134,0.1331,0.04,nc,nc72523011,2015-09-11T02:34:57.783Z,"25km SSE of Mammoth Lakes, California",earthquake
2015-09-10T01:14:37.706Z,37.842,-114.5218,14.3356,1.64,ml,7,70.31,0.605,0.2267,nn,nn00509925,2015-09-11T02:34:55.216Z,"11km SSW of Pioche, Nevada",earthquake
2015-09-10T01:14:09.000Z,61.4639,-149.9325,48.9,2.7,ml,,,,0.52,ak,ak11697412,2015-09-10T09:16:43.567Z,"6km S of Big Lake, Alaska",earthquake
2015-09-10T01:07:17.362Z,38.5085,-118.5142,8.0427,1.02,ml,14,74.29,0.12,0.1478,nn,nn00509924,2015-09-11T02:34:45.247Z,"9km E of Hawthorne, Nevada",earthquake
2015-09-10T01:06:01.000Z,61.2617,-146.6766,0.6,1.3,ml,,,,0.86,ak,ak11697409,2015-09-10T01:47:49.871Z,"22km NW of Valdez, Alaska",earthquake
2015-09-10T01:05:28.190Z,36.1822,-97.4938,3.62,3.2,mb_lg,,63,0.386,0.4,us,us20003hp0,2015-09-10T19:40:04.681Z,"21km WSW of Perry, Oklahoma",earthquake
2015-09-10T01:03:41.974Z,37.8485,-114.5383,0,0.89,ml,6,77.84,0.6,0.171,nn,nn00509923,2015-09-11T02:34:42.880Z,"11km SW of Pioche, Nevada",earthquake
2015-09-10T00:57:18.000Z,63.0891,-151.5355,0.8,1.4,ml,,,,0.4,ak,ak11697405,2015-09-10T01:25:14.316Z,"112km NW of Talkeetna, Alaska",earthquake
2015-09-10T00:57:03.110Z,47.657,-122.6866667,20.272,0.34,md,6,130,0.1289,0.07,uw,uw61063302,2015-09-11T19:48:15.812Z,"1km NNE of Silverdale, Washington",earthquake
2015-09-10T00:30:48.000Z,61.5039,-146.5467,30,1.1,ml,,,,0.62,ak,ak11697392,2015-09-10T00:58:48.039Z,"42km NNW of Valdez, Alaska",earthquake
2015-09-10T00:07:23.022Z,38.6573,-118.7951,7.4655,0.99,ml,11,125.97,0.215,0.1432,nn,nn00509912,2015-09-11T02:34:40.023Z,"20km NW of Hawthorne, Nevada",earthquake
2015-09-09T23:10:58.400Z,33.7858333,-116.0958333,8.289,1.65,ml,49,37,0.1052,0.17,ci,ci37240359,2015-09-10T20:45:12.301Z,"13km ENE of Indio, California",earthquake
2015-09-09T23:00:51.000Z,64.9997,-147.3289,0,1.8,ml,,,,0.75,ak,ak11697369,2015-09-09T23:34:22.944Z,"24km NNE of Badger, Alaska",earthquake
2015-09-09T22:35:02.020Z,38.8231659,-122.845665,2.64,0.57,md,7,129,0.008308,0.02,nc,nc72522986,2015-09-09T22:36:34.680Z,"9km WNW of The Geysers, California",earthquake
2015-09-09T22:30:27.650Z,18.3238,-71.4483,31.35,4,mb,,50,0.672,1.18,us,us20003hnj,2015-09-10T22:07:20.992Z,"5km SW of Mella, Dominican Republic",earthquake
2015-09-09T22:29:38.550Z,35.0331667,-117.6801667,0.007,1.49,ml,41,55,0.09943,0.22,ci,ci37240343,2015-09-10T20:46:37.481Z,"5km NW of Boron, California",quarry blast
2015-09-09T22:24:19.400Z,45.8996667,-112.2455,-2,0.88,ml,6,131,0.163,0.06,mb,mb80097339,2015-09-09T23:09:47.010Z,"11km WNW of Whitehall, Montana",quarry blast
2015-09-09T22:22:46.610Z,38.8219986,-122.8446655,2.79,1.53,md,29,63,0.007609,0.03,nc,nc72522971,2015-09-09T22:24:19.510Z,"9km WNW of The Geysers, California",earthquake
2015-09-09T22:19:05.280Z,38.0331667,-118.9741667,3.88,1.67,md,23,142,0.1592,0.06,nc,nc72522961,2015-09-10T20:51:38.837Z,"33km SE of Bridgeport, California",earthquake
2015-09-09T22:18:41.770Z,46.8286667,-121.95,10.651,-0.11,md,6,224,0.07469,0.06,uw,uw60113808,2015-09-11T19:30:26.290Z,"24km E of Eatonville, Washington",earthquake
2015-09-09T22:18:33.180Z,46.8348333,-121.9336667,11.651,0.42,md,8,212,0.06481,0.08,uw,uw61063162,2015-09-11T19:28:20.530Z,"25km E of Eatonville, Washington",earthquake
2015-09-09T22:06:46.987Z,37.0068,-115.0074,6.0821,1.32,ml,5,184.05,0.401,0.0569,nn,nn00509891,2015-09-10T22:59:48.747Z,"42km SSE of Alamo, Nevada",earthquake
2015-09-09T21:46:11.360Z,33.9,-117.9756667,7.314,1.09,ml,17,129,0.06257,0.26,ci,ci37240319,2015-09-10T20:46:34.916Z,"4km ESE of La Mirada, California",earthquake
2015-09-09T21:43:29.000Z,51.5675,-177.8208,21.9,2.2,ml,,,,0.51,ak,ak11697320,2015-09-10T20:38:39.149Z,"41km SSE of Tanaga Volcano, Alaska",earthquake
2015-09-09T21:39:25.790Z,38.8086662,-122.8241653,2.62,0.88,md,7,133,0.003922,0.02,nc,nc72522941,2015-09-09T21:40:58.260Z,"6km WNW of The Geysers, California",earthquake
2015-09-09T21:39:19.660Z,37.7615,-122.5613333,10.25,1.08,md,18,161,0.0763,0.08,nc,nc72522951,2015-09-10T22:33:33.580Z,"10km NW of Daly City, California",earthquake
2015-09-09T21:25:50.790Z,33.2243333,-116.3623333,11.329,1.21,ml,43,36,0.06344,0.2,ci,ci37240287,2015-09-10T20:45:13.023Z,"4km SSE of Borrego Springs, California",earthquake
