time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-09-12T00:52:48.430Z,38.788166,-122.7448349,1.78,1.64,md,21,42,0.008025,0.03,nc,nc72524086,2015-09-12T00:54:21.870Z,"1km NE of The Geysers, California",earthquake
2015-09-12T00:42:51.210Z,19.4683342,-155.595993,0.02,1.96,md,11,85,0.01419,0.35,hv,hv61035976,2015-09-12T00:45:58.740Z,"28km E of Honaunau-Napoopoo, Hawaii",earthquake
2015-09-12T00:32:46.000Z,51.5867,176.5971,14.1,2.8,ml,,,,0.53,ak,ak11698342,2015-09-12T08:35:13.307Z,"89km SW of Kiska Volcano, Alaska",earthquake
2015-09-12T00:30:55.270Z,35.9474983,-120.496666,4.64,1,md,6,114,0.008999,0.02,nc,nc72524081,2015-09-12T00:32:31.680Z,"24km SSW of Coalinga, California",earthquake
2015-09-12T00:30:29.700Z,19.5702,-65.509,80,3.1,Md,7,302.4,1.27381107,0.21,pr,pr15255003,2015-09-12T08:33:09.394Z,"131km NNE of Vieques, Puerto Rico",earthquake
2015-09-12T00:20:34.000Z,63.0711,-151.6156,0,1.3,ml,,,,0.71,ak,ak11698339,2015-09-12T00:26:25.718Z,"113km NW of Talkeetna, Alaska",earthquake
2015-09-12T00:02:07.270Z,52.6122,-169.8712,39.98,4.4,mb,,167,0.714,0.82,us,us20003ivk,2015-09-12T08:04:39.877Z,"55km E of Yunaska Island, Alaska",earthquake
2015-09-12T00:01:29.000Z,63.0522,-151.5308,0.1,1.8,ml,,,,0.75,ak,ak11698322,2015-09-12T00:17:14.165Z,"109km NW of Talkeetna, Alaska",earthquake
2015-09-11T23:56:07.300Z,19.0813,-65.3742,34,2.7,Md,3,320.4,0.77344946,0.07,pr,pr15254013,2015-09-12T07:58:54.334Z,"86km NNE of Luquillo, Puerto Rico",earthquake
2015-09-11T23:51:52.830Z,-5.9672,146.6662,11.73,5.3,mb,,33,3.96,0.66,us,us20003ivd,2015-09-12T00:23:52.873Z,"90km NNW of Lae, Papua New Guinea",earthquake
2015-09-11T23:51:04.060Z,33.5136667,-116.4711667,7.883,0.42,ml,16,131,0.0392,0.19,ci,ci37241423,2015-09-11T23:54:51.016Z,"19km ESE of Anza, California",earthquake
2015-09-11T23:49:05.557Z,38.5152,-118.4836,10.0826,0.02,ml,5,153.91,0.117,0.0634,nn,nn00510397,2015-09-13T04:30:37.042Z,"12km E of Hawthorne, Nevada",earthquake
2015-09-11T23:23:27.960Z,32.9463333,-116.4943333,10.923,1.04,ml,15,79,0.08128,0.22,ci,ci37241399,2015-09-11T23:27:11.914Z,"14km NNE of Pine Valley, California",earthquake
2015-09-11T23:23:24.000Z,60.5235,-152.148,102.7,1.7,ml,,,,0.55,ak,ak11698295,2015-09-11T23:42:20.343Z,"32km E of Redoubt Volcano, Alaska",earthquake
2015-09-11T23:09:01.485Z,38.6585,-118.7826,11.6667,0.91,ml,9,138.5,0.206,0.114,nn,nn00510396,2015-09-13T04:27:32.942Z,"20km NW of Hawthorne, Nevada",earthquake
2015-09-11T23:08:52.200Z,46.8596667,-121.7638333,3.758,0.14,md,7,150,0.02184,0.13,uw,uw61064212,2015-09-12T04:26:11.070Z,"29km NNW of Packwood, Washington",earthquake
2015-09-11T23:06:45.000Z,64.9562,-147.4479,0.3,1.4,ml,,,,0.89,ak,ak11698260,2015-09-11T23:16:02.306Z,"17km NNE of Badger, Alaska",earthquake
2015-09-11T23:03:34.530Z,35.7703333,-117.9965,10.972,0.7,ml,14,139,0.1026,0.13,ci,ci37241391,2015-09-11T23:07:26.759Z,"20km SSW of Little Lake, California",earthquake
2015-09-11T22:56:01.000Z,60.7565,-151.8837,80,1.9,ml,,,,,ak,ak11698251,2015-09-11T23:08:29.944Z,"33km WNW of Nikiski, Alaska",earthquake
2015-09-11T22:43:59.000Z,62.5591,-148.3628,37.1,1.5,ml,,,,0.96,ak,ak11698249,2015-09-11T23:01:06.432Z,"88km NNE of Sutton-Alpine, Alaska",earthquake
2015-09-11T22:40:28.000Z,61.5934,-141.114,5.2,1.8,ml,,,,0.35,ak,ak11698247,2015-09-11T22:53:39.513Z,"176km E of Chitina, Alaska",earthquake
2015-09-11T22:24:02.261Z,38.6589,-118.7896,11.6712,0.9,ml,10,111.13,0.211,0.1061,nn,nn00510395,2015-09-13T04:24:28.600Z,"20km NW of Hawthorne, Nevada",earthquake
2015-09-11T22:23:51.000Z,35.5098333,-120.8205,4.4,1.57,md,65,32,0.07129,0.09,nc,nc72524056,2015-09-12T01:19:20.330Z,"9km NE of Cayucos, California",earthquake
2015-09-11T22:13:45.466Z,38.5112,-118.5046,7.2391,0.09,ml,6,164.15,0.118,0.1411,nn,nn00510393,2015-09-13T04:21:24.255Z,"10km E of Hawthorne, Nevada",earthquake
2015-09-11T21:57:36.000Z,60.5593,-151.1213,46.8,1.6,ml,,,,0.43,ak,ak11698200,2015-09-11T22:10:24.072Z,"3km NNW of Ridgeway, Alaska",earthquake
2015-09-11T21:55:17.630Z,38.7895012,-122.7436676,1.88,0.47,md,8,84,0.00828,0.01,nc,nc72524051,2015-09-11T21:56:51.530Z,"1km NE of The Geysers, California",earthquake
2015-09-11T21:45:38.640Z,38.8183327,-122.8184967,2.91,0.68,md,13,79,0.008297,0.02,nc,nc72524046,2015-09-11T21:47:11.460Z,"7km NW of The Geysers, California",earthquake
2015-09-11T21:39:54.490Z,38.7871666,-122.7426682,2.08,0.72,md,8,97,0.00608,0.02,nc,nc72524041,2015-09-11T21:41:31.430Z,"1km NE of The Geysers, California",earthquake
2015-09-11T21:36:06.510Z,38.7873344,-122.745163,1.67,2.31,md,35,41,0.007761,0.06,nc,nc72524036,2015-09-12T05:39:27.926Z,"1km NE of The Geysers, California",earthquake
2015-09-11T21:34:44.190Z,14.6396,-93.7989,20,4.5,mb,,115,2.04,0.78,us,us20003iv7,2015-09-12T05:37:12.451Z,"130km SW of Mapastepec, Mexico",earthquake
2015-09-11T21:31:07.720Z,37.5798333,-119.0145,5.62,0.26,md,9,227,0.03188,0.03,nc,nc72524031,2015-09-11T21:46:58.960Z,"8km SSW of Mammoth Lakes, California",earthquake
2015-09-11T21:21:35.450Z,38.8391685,-122.8296661,2.76,1.34,md,19,54,0.004583,0.02,nc,nc72524026,2015-09-11T21:23:11.360Z,"9km WNW of Cobb, California",earthquake
2015-09-11T21:19:19.200Z,-5.977,146.66,30.26,5.5,mb,,20,3.97,0.76,us,us20003iv3,2015-09-13T01:57:22.000Z,"89km NNW of Lae, Papua New Guinea",earthquake
2015-09-11T21:16:21.823Z,36.8193,-116.0489,6.5028,-0.16,ml,11,123.21,0.074,0.1533,nn,nn00510182,2015-09-11T23:28:56.470Z,"64km E of Beatty, Nevada",earthquake
2015-09-11T21:16:12.910Z,14.5192,-93.8274,25.74,5.2,mb,,83,2.065,0.95,us,us20003iv2,2015-09-11T22:34:28.794Z,"142km SW of Mapastepec, Mexico",earthquake
2015-09-11T20:50:17.170Z,38.8078346,-122.7716675,2.25,1.17,md,18,48,0.008887,0.02,nc,nc72524016,2015-09-11T20:51:52.150Z,"3km NNW of The Geysers, California",earthquake
2015-09-11T20:49:06.770Z,35.4867,139.9476,47.22,5.4,mb,,107,0.768,1.32,us,us20003iv1,2015-09-14T02:20:14.570Z,"12km WSW of Ichihara, Japan",earthquake
2015-09-11T20:39:22.231Z,38.5115,-118.5106,8.4026,0.93,ml,13,75.09,0.117,0.1112,nn,nn00510174,2015-09-13T04:21:23.357Z,"10km E of Hawthorne, Nevada",earthquake
2015-09-11T20:10:53.240Z,-52.6213,27.8516,10,4.7,mb,,78,20.865,0.7,us,us20003iuz,2015-09-12T04:13:29.759Z,"South of Africa",earthquake
2015-09-11T20:07:45.490Z,37.3235,-122.1033333,0.02,0.97,md,9,94,0.01351,0.04,nc,nc72524011,2015-09-12T01:18:13.950Z,"11km E of Quarry near Portola Valley, CA",quarry blast
2015-09-11T19:58:24.850Z,38.8183327,-122.802002,2.19,0.88,md,14,102,0.008082,0.02,nc,nc72524001,2015-09-11T20:00:01.850Z,"6km W of Cobb, California",earthquake
2015-09-11T19:57:24.480Z,37.639,-118.8868333,7.66,0.57,md,14,85,0.009593,0.07,nc,nc72524006,2015-09-11T20:18:43.500Z,"7km E of Mammoth Lakes, California",earthquake
2015-09-11T19:38:43.100Z,19.3278,-64.7795,37,2.7,Md,4,291.6,0.7285337,0.28,pr,pr15254012,2015-09-12T03:41:39.461Z,"102km N of Road Town, British Virgin Islands",earthquake
2015-09-11T19:35:46.640Z,46.5905,-112.5906667,11.63,0.42,md,9,84,0.095,0.04,mb,mb80097534,2015-09-11T20:08:16.170Z,"24km NNE of Deer Lodge, Montana",earthquake
2015-09-11T19:31:07.650Z,33.6918333,-117.2175,1.103,0.96,ml,21,87,0.09344,0.33,ci,ci37241319,2015-09-11T19:35:09.611Z,"8km WSW of Menifee, California",earthquake
2015-09-11T19:28:33.552Z,36.7312,-116.195,6.2573,-0.1,ml,8,93.68,0.015,0.0557,nn,nn00510392,2015-09-13T04:18:17.944Z,"54km ESE of Beatty, Nevada",earthquake
2015-09-11T19:20:01.080Z,19.782,-156.1786667,38.069,2.17,md,20,257,0.1989,0.12,hv,hv61035726,2015-09-11T22:31:49.650Z,"21km WNW of Kalaoa, Hawaii",earthquake
2015-09-11T19:14:29.342Z,41.8535,-119.6207,10.2642,2.75,ml,7,76.24,0.164,0.1957,nn,nn00510163,2015-09-12T03:17:03.949Z,"70km ESE of Lakeview, Oregon",earthquake
2015-09-11T19:02:24.000Z,45.876,-112.0211667,-2,0.49,md,6,108,0.107,0.03,mb,mb80097529,2015-09-11T20:05:43.780Z,"5km E of Whitehall, Montana",quarry blast
2015-09-11T19:00:44.720Z,38.4718,-118.376,5.2268,1.32,ml,12,89.38,0.048,0.208,nn,nn00510158,2015-09-11T19:45:08.997Z,"22km ESE of Hawthorne, Nevada",earthquake
2015-09-11T18:50:54.940Z,38.8395004,-122.8371658,2.44,0.55,md,8,94,0.001596,0.02,nc,nc72523986,2015-09-11T18:52:30.340Z,"9km NW of The Geysers, California",earthquake
2015-09-11T18:47:21.520Z,44.8208333,-111.5318333,12.48,0.74,ml,10,93,0.073,0.1,mb,mb80097524,2015-09-11T20:02:07.730Z,"38km WNW of West Yellowstone, Montana",earthquake
2015-09-11T18:44:27.000Z,60.1528,-152.5028,94.8,2,ml,,,,0.53,ak,ak11698130,2015-09-11T23:16:01.684Z,"39km SSE of Redoubt Volcano, Alaska",earthquake
2015-09-11T18:44:21.600Z,18.7507,-64.9869,16,1.8,Md,3,259.2,0.39705536,0.15,pr,pr15254010,2015-09-11T20:34:14.655Z,"45km N of Charlotte Amalie, U.S. Virgin Islands",earthquake
2015-09-11T18:42:03.890Z,33.814,-117.4875,2.72,1.42,ml,28,57,0.03555,0.16,ci,ci37241295,2015-09-11T18:52:58.040Z,"8km SSE of Home Gardens, California",earthquake
2015-09-11T18:36:43.990Z,35.9856667,-120.5526667,4.99,2.28,md,74,66,0.01121,0.08,nc,nc72523981,2015-09-11T23:32:33.282Z,"24km SW of Coalinga, California",earthquake
2015-09-11T18:29:06.000Z,62.0702,-150.6086,16.8,1.6,ml,,,,0.7,ak,ak11698128,2015-09-11T18:42:55.101Z,"38km SW of Talkeetna, Alaska",earthquake
2015-09-11T18:24:08.178Z,39.6609,-119.8956,6.4377,1.47,ml,23,71.82,0.074,0.2205,nn,nn00510146,2015-09-11T23:07:10.144Z,"5km WNW of Lemmon Valley, Nevada",earthquake
2015-09-11T18:23:31.600Z,19.0534,-67.28,73,3,Md,6,244.8,0.60456619,0.75,pr,pr15254011,2015-09-12T02:26:15.413Z,"65km NNW of San Antonio, Puerto Rico",earthquake
2015-09-11T18:06:21.000Z,63.4246,-151.34,0.1,1.7,ml,,,,0.55,ak,ak11698121,2015-09-11T18:28:21.884Z,"119km W of Cantwell, Alaska",earthquake
2015-09-11T18:03:08.023Z,39.6608,-119.8894,7.4354,1.88,ml,25,72.64,0.077,0.1658,nn,nn00510145,2015-09-11T22:54:32.483Z,"4km NW of Lemmon Valley, Nevada",earthquake
2015-09-11T17:55:01.400Z,19.0221,-64.6774,43,2.7,Md,3,288,0.58839651,0.14,pr,pr15254009,2015-09-12T01:57:30.803Z,"67km N of Road Town, British Virgin Islands",earthquake
2015-09-11T17:43:14.736Z,38.3304,-118.6217,10.192,1.2,ml,10,131.47,0.121,0.1869,nn,nn00510143,2015-09-13T04:15:02.180Z,"21km S of Hawthorne, Nevada",earthquake
2015-09-11T17:35:16.120Z,37.501,-119.346,12.19,1.14,md,7,343,0.2479,0.01,nc,nc72523956,2015-09-11T19:00:29.400Z,"33km NE of Oakhurst, California",earthquake
2015-09-11T17:16:52.304Z,38.515,-118.5021,10.3375,0.76,ml,10,104.75,0.114,0.1308,nn,nn00510138,2015-09-13T04:08:45.228Z,"10km E of Hawthorne, Nevada",earthquake
2015-09-11T17:14:17.810Z,36.893,-121.615,0.02,1.2,md,24,46,0.02034,0.15,nc,nc72523951,2015-09-12T01:17:43.360Z,"2km SE of Quarry near Aromas, CA",quarry blast
2015-09-11T17:10:15.900Z,19.061,-64.702,53,2.8,Md,5,270,0.48059868,0.33,pr,pr15254008,2015-09-12T01:24:38.997Z,"71km N of Road Town, British Virgin Islands",earthquake
2015-09-11T17:00:27.000Z,60.1037,-141.1442,24.9,1.5,ml,,,,0.73,ak,ak11698115,2015-09-11T17:09:49.984Z,"71km E of Cape Yakataga, Alaska",earthquake
2015-09-11T16:47:43.280Z,38.8073349,-122.774498,1.1,0.88,md,9,90,0.007639,0.02,nc,nc72523921,2015-09-11T16:49:20.530Z,"3km NNW of The Geysers, California",earthquake
2015-09-11T16:43:36.090Z,33.4803333,-116.5623333,9.421,0.76,ml,26,108,0.03627,0.09,ci,ci37241263,2015-09-11T17:26:36.051Z,"13km SE of Anza, California",earthquake
2015-09-11T16:42:14.000Z,60.1919,-140.9509,4,2.5,ml,,,,0.71,ak,ak11698090,2015-09-12T00:44:55.802Z,"83km E of Cape Yakataga, Alaska",earthquake
2015-09-11T16:41:58.774Z,38.47,-118.3774,0,0.47,ml,5,137.61,0.047,0.1422,nn,nn00510142,2015-09-11T17:47:12.048Z,"22km ESE of Hawthorne, Nevada",earthquake
2015-09-11T16:39:17.020Z,37.0276667,-97.8443333,5.83,2.5,ml,14,102,0.06575,0.05,ismpkansas,ismpkansas70134818,2015-09-12T00:41:52.423Z,"21km SE of Anthony, Kansas",earthquake
2015-09-11T16:37:41.330Z,37.4663333,-119.3453333,6.96,1.06,md,8,304,0.263,0.05,nc,nc72523911,2015-09-11T18:48:56.830Z,"30km ENE of Oakhurst, California",earthquake
2015-09-11T16:27:35.730Z,37.5011667,-119.3171667,17.35,1.72,md,14,300,0.2269,0.06,nc,nc72523901,2015-09-11T18:29:52.360Z,"34km WSW of Mammoth Lakes, California",earthquake
2015-09-11T16:27:27.410Z,37.5093333,-119.3593333,6.07,1.02,md,6,319,0.2541,0.02,nc,nc72523896,2015-09-11T18:44:55.810Z,"32km NE of Oakhurst, California",earthquake
2015-09-11T16:24:11.380Z,37.4876667,-119.3511667,14.39,2.73,md,49,86,0.2572,0.11,nc,nc72523891,2015-09-12T00:26:45.512Z,"31km NE of Oakhurst, California",earthquake
2015-09-11T16:15:16.000Z,66.2197,-149.5972,16.4,1.4,ml,,,,0.8,ak,ak11698085,2015-09-11T16:30:56.107Z,"118km SSE of Coldfoot, Alaska",earthquake
2015-09-11T16:10:25.000Z,64.3818,-149.7557,19.7,0.9,ml,,,,0.84,ak,ak11698080,2015-09-11T18:13:49.206Z,"37km SW of North Nenana, Alaska",earthquake
2015-09-11T16:10:09.000Z,61.8142,-150.3728,10.8,1.6,ml,,,,0.73,ak,ak11698083,2015-09-11T16:30:55.412Z,"19km WNW of Willow, Alaska",earthquake
2015-09-11T16:09:53.290Z,44.6996667,-110.9996667,6.86,0.77,ml,10,73,0.04,0.2,uu,uu60122877,2015-09-11T18:10:17.330Z,"9km ENE of West Yellowstone, Montana",earthquake
2015-09-11T16:08:53.132Z,38.6557,-118.77,12.1128,0.54,ml,5,305.29,0.196,0.0515,nn,nn00510390,2015-09-13T04:05:40.814Z,"19km NW of Hawthorne, Nevada",earthquake
2015-09-11T16:07:41.530Z,32.965,-115.554,5.939,1.42,ml,16,95,0.06361,0.15,ci,ci37241223,2015-09-11T17:33:13.020Z,"3km SW of Brawley, California",earthquake
2015-09-11T15:57:53.567Z,39.4429,-120.2964,8.2958,0.69,ml,9,111.34,0.093,0.139,nn,nn00510360,2015-09-13T00:03:35.666Z,"16km NW of Truckee, California",earthquake
2015-09-11T15:47:58.024Z,38.5135,-118.5159,6.2075,2.45,ml,25,74.83,0.115,0.1748,nn,nn00510131,2015-09-11T18:03:11.050Z,"9km E of Hawthorne, Nevada",earthquake
2015-09-11T15:42:15.000Z,63.466,-151.2346,3.9,2.2,ml,,,,0.97,ak,ak11698076,2015-09-11T15:54:53.039Z,"114km W of Cantwell, Alaska",earthquake
2015-09-11T15:40:35.060Z,46.5905,-112.5948333,10.79,1.02,ml,16,75,0.097,0.08,mb,mb80097509,2015-09-11T16:37:32.180Z,"24km NNE of Deer Lodge, Montana",earthquake
2015-09-11T15:39:54.400Z,37.6581667,-118.8395,3.42,0.86,md,19,82,0.02038,0.06,nc,nc72523871,2015-09-13T00:00:29.816Z,"11km E of Mammoth Lakes, California",earthquake
2015-09-11T15:31:36.100Z,38.824501,-122.7829971,2.43,0.88,md,14,57,0.01137,0.02,nc,nc72523866,2015-09-11T15:33:09.970Z,"5km W of Cobb, California",earthquake
2015-09-11T15:05:39.953Z,38.4752,-118.361,5.2897,1.15,ml,9,100.11,0.044,0.1833,nn,nn00510358,2015-09-12T23:57:24.388Z,"23km ESE of Hawthorne, Nevada",earthquake
2015-09-11T15:03:17.510Z,34.5813333,-116.3361667,1.097,1.2,ml,13,91,0.183,0.15,ci,ci37241207,2015-09-11T15:06:59.548Z,"22km SW of Ludlow, California",earthquake
2015-09-11T14:59:13.350Z,37.0513333,-97.9228333,2.46,1.85,ml,15,123,0.07005,0.08,ismpkansas,ismpkansas70134808,2015-09-11T16:26:10.490Z,"14km SE of Anthony, Kansas",earthquake
2015-09-11T14:52:40.498Z,38.2828,-118.5784,3.3798,0.34,ml,6,184.01,0.066,0.1574,nn,nn00510356,2015-09-12T23:54:19.753Z,"27km S of Hawthorne, Nevada",earthquake
2015-09-11T14:45:31.900Z,19.2122,-64.9971,32,3.2,Md,5,280.8,0.79051745,0.41,pr,pr15254007,2015-09-11T22:48:10.591Z,"96km N of Charlotte Amalie, U.S. Virgin Islands",earthquake
2015-09-11T14:43:03.000Z,63.52,-151.1148,4.7,1,ml,,,,0.84,ak,ak11698055,2015-09-11T14:54:40.897Z,"108km W of Cantwell, Alaska",earthquake
2015-09-11T14:32:19.855Z,38.5154,-118.4928,10.202,0.1,ml,5,158.27,0.115,0.0538,nn,nn00510355,2015-09-12T23:51:15.193Z,"11km E of Hawthorne, Nevada",earthquake
2015-09-11T14:23:24.020Z,47.9678333,-114.937,5,1.03,ml,7,253,0.154,0.18,mb,mb80097574,2015-09-11T22:38:45.290Z,"51km NE of Thompson Falls, Montana",earthquake
2015-09-11T14:23:16.300Z,32.5616667,-115.6663333,8.157,1.82,ml,15,182,0.101,0.22,ci,ci37241191,2015-09-11T17:33:47.088Z,"8km WSW of Progreso, B.C., MX",earthquake
2015-09-11T14:18:18.000Z,59.3692,-152.2555,61.9,1.6,ml,,,,0.34,ak,ak11698052,2015-09-11T17:59:01.312Z,"50km SW of Homer, Alaska",earthquake
2015-09-11T14:13:40.290Z,40.9076667,-111.5605,7.63,0.76,ml,8,112,0.096,0.16,uu,uu60122867,2015-09-11T18:03:34.830Z,"13km W of Coalville, Utah",earthquake
2015-09-11T14:10:54.740Z,33.8086667,-116.195,6.02,1.54,ml,51,73,0.02506,0.2,ci,ci37241183,2015-09-11T17:35:04.890Z,"10km N of Indio, California",earthquake
2015-09-11T14:04:43.797Z,38.4683,-118.3811,0.1647,0.41,ml,5,135.9,0.048,0.1494,nn,nn00510354,2015-09-13T00:15:53.655Z,"22km ESE of Hawthorne, Nevada",earthquake
2015-09-11T13:59:54.097Z,37.0033,-116.0289,8.1282,0.53,ml,17,105.35,0.03,0.1663,nn,nn00510128,2015-09-13T04:02:36.746Z,"65km E of Beatty, Nevada",earthquake
2015-09-11T13:59:30.000Z,62.1658,-149.7954,2.3,2.4,ml,,,,0.81,ak,ak11698047,2015-09-11T14:12:35.670Z,"2km E of Y, Alaska",earthquake
2015-09-11T13:58:55.194Z,38.4666,-118.3792,0,0.25,ml,5,135.52,0.046,0.144,nn,nn00510353,2015-09-12T23:48:09.746Z,"22km ESE of Hawthorne, Nevada",earthquake
2015-09-11T13:51:28.609Z,38.4751,-118.377,6.4191,2.33,ml,9,89.71,0.051,0.2058,nn,nn00510363,2015-09-13T00:12:49.527Z,"22km ESE of Hawthorne, Nevada",earthquake
2015-09-11T13:50:45.256Z,38.475,-118.3772,6.0617,1.76,ml,10,85.5,0.051,0.1989,nn,nn00510126,2015-09-13T00:09:45.258Z,"22km ESE of Hawthorne, Nevada",earthquake
2015-09-11T13:40:02.000Z,63.1737,-149.8966,91.7,1.7,ml,,,,0.62,ak,ak11698044,2015-09-11T13:49:43.675Z,"53km WSW of Cantwell, Alaska",earthquake
2015-09-11T13:38:24.000Z,61.4152,-146.6773,32.5,1.7,ml,,,,0.83,ak,ak11698042,2015-09-11T13:49:43.039Z,"36km NNW of Valdez, Alaska",earthquake
2015-09-11T13:28:06.000Z,61.7465,-149.7413,39.2,1.5,ml,,,,0.17,ak,ak11698040,2015-09-11T13:42:21.541Z,"13km NNE of Houston, Alaska",earthquake
2015-09-11T13:26:11.450Z,39.9805,-120.879,15.31,2.33,md,22,60,0.06376,0.07,nc,nc72523846,2015-09-12T02:36:02.740Z,"2km NE of East Quincy, California",earthquake
2015-09-11T13:10:27.720Z,33.4766667,-116.5591667,9.151,0.43,ml,21,80,0.04021,0.13,ci,ci37241151,2015-09-11T13:14:10.040Z,"14km SE of Anza, California",earthquake
2015-09-11T12:35:29.000Z,63.5262,-151.0109,5.4,1.3,ml,,,,0.67,ak,ak11698030,2015-09-11T12:51:29.890Z,"103km W of Cantwell, Alaska",earthquake
2015-09-11T12:14:31.000Z,61.6235,-150.2461,51.7,1.6,ml,,,,0.28,ak,ak11698029,2015-09-11T12:29:19.033Z,"17km SW of Willow, Alaska",earthquake
2015-09-11T12:11:02.440Z,38.1495,-113.2598333,1.19,1.18,md,10,101,0.212,0.16,uu,uu60122852,2015-09-11T17:56:52.210Z,"35km SW of Milford, Utah",earthquake
2015-09-11T12:01:38.000Z,63.2241,-145.2936,13.6,0.9,ml,,,,0.53,ak,ak11698026,2015-09-11T17:44:18.349Z,"72km S of Deltana, Alaska",earthquake
2015-09-11T11:57:39.790Z,37.5393333,-118.869,6.49,0.52,md,15,260,0.05971,0.07,nc,nc72523836,2015-09-11T17:55:45.360Z,"15km SE of Mammoth Lakes, California",earthquake
2015-09-11T11:55:15.580Z,37.501,-119.3568333,7.31,1,md,6,343,0.2559,0.02,nc,nc72523831,2015-09-11T17:43:42.100Z,"32km NE of Oakhurst, California",earthquake
2015-09-11T11:53:25.980Z,38.8278351,-122.7843323,1.97,0.56,md,7,128,0.01156,0.01,nc,nc72523826,2015-09-11T11:54:59.390Z,"5km W of Cobb, California",earthquake
2015-09-11T11:43:10.160Z,33.6693333,-116.7473333,17.159,0.53,ml,20,112,0.05006,0.11,ci,ci37241135,2015-09-11T17:34:21.603Z,"8km SSW of Idyllwild, California",earthquake
2015-09-11T11:25:00.810Z,38.7924995,-122.8059998,3.93,0.55,md,7,130,0.004755,0.01,nc,nc72523796,2015-09-11T11:26:34.190Z,"4km WNW of The Geysers, California",earthquake
2015-09-11T11:24:34.293Z,38.4722,-118.3778,7.1511,2.3,ml,17,82.25,0.049,0.194,nn,nn00510121,2015-09-12T02:35:58.714Z,"22km ESE of Hawthorne, Nevada",earthquake
2015-09-11T11:23:51.000Z,61.2649,-150.7078,64.4,1.5,ml,,,,0.72,ak,ak11698024,2015-09-11T11:35:26.363Z,"43km W of Anchorage, Alaska",earthquake
2015-09-11T11:11:51.990Z,38.8236656,-122.8259964,2.94,0.67,md,16,77,0.007078,0.02,nc,nc72523766,2015-09-11T11:13:25.060Z,"7km NW of The Geysers, California",earthquake
2015-09-11T10:59:49.350Z,38.8048325,-122.8213348,2.51,0.96,md,14,124,0.007334,0.02,nc,nc72523761,2015-09-11T11:01:24.010Z,"6km WNW of The Geysers, California",earthquake
2015-09-11T10:59:36.500Z,19.4138336,-155.2758331,0.45,1.79,md,13,55,0.005126,0.35,hv,hv61035601,2015-09-11T17:37:29.730Z,"4km WSW of Volcano, Hawaii",earthquake
2015-09-11T10:54:55.690Z,38.833,-122.8095,3,1.1,md,42,31,0.009601,0.04,nc,nc72523756,2015-09-11T23:40:08.800Z,"7km W of Cobb, California",earthquake
2015-09-11T10:49:10.895Z,38.4781,-118.2956,10.898,0.65,ml,4,242.95,0.053,0.1215,nn,nn00510389,2015-09-13T03:56:24.376Z,"29km E of Hawthorne, Nevada",earthquake
2015-09-11T10:49:03.430Z,38.8163333,-122.7963333,3.76,0.29,md,15,93,0.008392,0.03,nc,nc72523751,2015-09-11T23:39:53.500Z,"5km NW of The Geysers, California",earthquake
2015-09-11T10:45:12.003Z,38.6608,-118.7828,12.3014,0.65,ml,5,160.5,0.206,0.0583,nn,nn00510387,2015-09-13T03:56:23.458Z,"20km NW of Hawthorne, Nevada",earthquake
2015-09-11T10:30:40.000Z,61.2556,-150.7006,59.2,1.6,ml,,,,0.58,ak,ak11698002,2015-09-11T10:37:30.147Z,"43km W of Anchorage, Alaska",earthquake
2015-09-11T10:26:41.046Z,38.4707,-118.3727,6.3304,1.26,ml,12,82.43,0.045,0.2028,nn,nn00510120,2015-09-12T16:38:28.010Z,"22km ESE of Hawthorne, Nevada",earthquake
2015-09-11T10:24:45.040Z,35.7813333,-90.1271667,7.37,2.49,md,44,41,0.01634,0.27,nm,nm60089452,2015-09-11T13:49:40.562Z,"11km SSE of Manila, Arkansas",earthquake
2015-09-11T10:24:25.070Z,19.4801667,-155.5966667,2.957,2.32,ml,42,93,0.004942,0.15,hv,hv61035591,2015-09-11T18:27:08.875Z,"28km E of Honaunau-Napoopoo, Hawaii",earthquake
2015-09-11T10:23:23.000Z,61.5988,-141.1372,0,1.8,ml,,,,0.58,ak,ak11698000,2015-09-11T10:30:22.660Z,"175km E of Chitina, Alaska",earthquake
2015-09-11T10:17:55.660Z,19.4048333,-155.2801667,1.06,1.7,ml,23,36,0.007197,0.08,hv,hv61035581,2015-09-11T17:47:37.960Z,"5km WSW of Volcano, Hawaii",earthquake
2015-09-11T10:10:27.000Z,66.4253,-150.1216,0,1.4,ml,,,,0.72,ak,ak11697998,2015-09-11T10:23:19.195Z,"92km S of Coldfoot, Alaska",earthquake
2015-09-11T10:08:25.785Z,38.6567,-118.7864,15,1.16,ml,5,136.25,0.208,,nn,nn00510119,2015-09-11T10:09:34.081Z,"20km NW of Hawthorne, Nevada",earthquake
2015-09-11T10:04:47.166Z,38.4704,-118.3655,7.8947,1.52,ml,8,89.06,0.076,0.1643,nn,nn00510118,2015-09-12T16:38:22.784Z,"23km ESE of Hawthorne, Nevada",earthquake
2015-09-11T10:00:50.390Z,33.4968333,-116.5193333,10.555,0.23,ml,19,121,0.06129,0.11,ci,ci37241127,2015-09-12T00:11:51.632Z,"16km ESE of Anza, California",earthquake
2015-09-11T09:59:30.520Z,39.359,-120.0225,4.6791,0.36,ml,14,60.36,0.067,0.181,nn,nn00510117,2015-09-12T02:35:48.277Z,"12km NNW of Incline Village, Nevada",earthquake
